City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Oyama,JP,2021-01-27 16:28:53,36.3,139.8,48.99,64,75,5.75
273,Arlit,NE,2021-01-27 16:24:50,18.7369,7.3853,85.89,9,0,7.2
274,Baykit,RU,2021-01-27 16:28:54,61.67,96.37,-30.39,79,100,5.53
275,Katherine,AU,2021-01-27 16:28:54,-14.4667,132.2667,77.0,94,75,6.06
276,Didsbury,GB,2021-01-27 16:27:34,53.417,-2.2315,48.0,93,40,2.3
277,Rawson,AR,2021-01-27 16:28:54,-43.3002,-65.1023,69.82,31,100,15.75
278,Hasaki,JP,2021-01-27 16:28:54,35.7333,140.8333,41.0,65,75,11.5
279,Bac Lieu,VN,2021-01-27 16:24:47,9.285,105.7244,77.0,82,55,14.58
280,Bengkulu,ID,2021-01-27 16:28:47,-3.8004,102.2655,75.87,93,100,10.78
281,Agropoli,IT,2021-01-27 16:28:55,40.3469,14.9966,50.0,43,40,2.3
282,Dodoma,TZ,2021-01-27 16:28:55,-6.1722,35.7395,86.0,39,20,9.22
283,Kolyvan,RU,2021-01-27 16:28:55,55.3053,82.7391,24.8,86,90,15.66
284,Vostok,RU,2021-01-27 16:24:21,46.4856,135.8833,-7.64,92,100,6.17
285,Portland,US,2021-01-27 16:25:04,45.5234,-122.6762,37.99,93,100,4.41
286,Anadyr,RU,2021-01-27 16:28:56,64.75,177.4833,12.2,79,40,40.26
287,Mbanza-Ngungu,CD,2021-01-27 16:28:56,-5.25,14.8667,69.98,95,100,0.83
288,Torbat-E Jam,IR,2021-01-27 16:28:56,35.244,60.6225,41.14,60,0,1.9
289,Irati,BR,2021-01-27 16:25:35,-25.4672,-50.6511,79.14,68,100,7.47
290,Susanville,US,2021-01-27 16:27:15,40.4163,-120.653,33.8,86,90,5.75
291,Mancio Lima,BR,2021-01-27 16:28:57,-7.6142,-72.8958,86.0,74,75,5.75
292,Livingstonia,MW,2021-01-27 16:28:57,-10.606,34.1063,68.49,87,17,2.06
293,Mitu,CO,2021-01-27 16:28:57,1.1983,-70.1733,88.47,53,54,5.17
294,Sitka,US,2021-01-27 16:28:58,57.0531,-135.33,24.8,46,1,5.75
295,Salvador,SV,2021-01-27 16:24:59,13.8333,-88.9167,87.8,61,0,10.36
296,Asfi,MA,2021-01-27 16:28:58,32.2994,-9.2372,72.21,60,0,12.84
297,College,US,2021-01-27 16:28:58,64.8569,-147.8028,-6.0,76,1,2.33
298,Atar,MR,2021-01-27 16:28:58,20.5169,-13.0499,93.2,18,0,13.8
299,Jumla,NP,2021-01-27 16:28:59,29.2747,82.1838,34.36,53,0,5.41
300,Barabai,ID,2021-01-27 16:28:59,-2.5833,115.3833,74.59,90,95,0.87
301,La Romana,DO,2021-01-27 16:25:12,18.4273,-68.9728,84.2,74,20,11.5
302,Nagato,JP,2021-01-27 16:28:59,34.3833,131.2,44.6,76,75,4.61
303,Roebourne,AU,2021-01-27 16:29:00,-20.7833,117.1333,85.05,51,0,17.67
304,Bandar-E Lengeh,IR,2021-01-27 16:29:00,26.5579,54.8807,66.2,82,0,3.04
305,Kangasala,FI,2021-01-27 16:29:00,61.4638,24.076,27.0,93,90,3.44
306,Abdanan,IR,2021-01-27 16:29:00,32.9926,47.4198,51.3,46,85,2.19
307,Pringsewu,ID,2021-01-27 16:29:00,-5.3582,104.9744,74.12,91,100,1.95
308,Garoua,CM,2021-01-27 16:29:00,9.3,13.4,98.6,7,0,11.5
309,Tura,IN,2021-01-27 16:26:31,25.5198,90.2201,58.66,63,0,2.82
310,Sao Geraldo Do Araguaia,BR,2021-01-27 16:29:01,-6.4006,-48.555,86.85,69,91,2.42
311,Havoysund,NO,2021-01-27 16:29:01,70.9963,24.6622,24.8,74,40,19.57
312,Manggar,ID,2021-01-27 16:29:01,-2.8833,108.2667,78.31,85,99,7.23
313,Mar Del Plata,AR,2021-01-27 16:29:02,-38.0023,-57.5575,73.4,53,20,16.11
314,Socoltenango,MX,2021-01-27 16:29:02,16.2167,-92.25,72.63,54,20,4.25
315,Adrar,MR,2021-01-27 16:29:02,20.5022,-10.0711,85.24,12,0,16.35
316,San Andres,CO,2021-01-27 16:29:02,12.5847,-81.7006,82.4,74,90,13.8
317,Kruisfontein,ZA,2021-01-27 16:25:24,-34.0033,24.7314,66.0,91,71,5.01
318,Lagoa,PT,2021-01-27 16:28:27,39.05,-27.9833,60.94,81,32,27.47
319,Padang,ID,2021-01-27 16:29:03,-0.9492,100.3543,73.4,94,75,4.61
320,Bethel,US,2021-01-27 16:29:03,41.3712,-73.414,34.0,74,90,10.36
321,Tahoua,NE,2021-01-27 16:29:03,14.8888,5.2692,89.6,7,0,6.91
322,Burgersdorp,ZA,2021-01-27 16:29:04,-30.9977,26.3286,65.71,84,100,3.22
323,Quatre Cocos,MU,2021-01-27 16:29:04,-20.2078,57.7625,80.6,74,20,5.75
324,Tombouctou,ML,2021-01-27 16:29:04,20.0,-3.0,86.18,12,0,12.03
325,Mecca,SA,2021-01-27 16:27:03,21.4267,39.8261,79.29,49,47,14.61
326,Nueva Guinea,NI,2021-01-27 16:29:05,11.6876,-84.4562,79.65,77,19,12.33
327,Nowy Targ,PL,2021-01-27 16:29:05,49.4778,20.0323,27.0,80,75,14.97
328,Taoudenni,ML,2021-01-27 16:29:05,22.6783,-3.9836,84.87,14,0,15.7
329,Norman Wells,CA,2021-01-27 16:29:05,65.282,-126.8329,-31.0,75,40,2.3
330,Calatayud,ES,2021-01-27 16:29:05,41.3535,-1.6432,71.6,40,20,3.44
331,Espoo,FI,2021-01-27 16:29:06,60.25,24.6667,33.01,93,75,6.91
332,Mizan Teferi,ET,2021-01-27 16:29:06,6.9833,35.5833,71.02,53,55,0.67
333,Kemijarvi,FI,2021-01-27 16:29:06,66.7131,27.4306,13.35,95,100,8.86
334,Ocampo,MX,2021-01-27 16:29:06,21.65,-101.5,63.68,29,54,7.45
335,Mirpur Sakro,PK,2021-01-27 16:29:06,24.5474,67.6277,64.4,48,0,3.44
336,Itarema,BR,2021-01-27 16:26:22,-2.9248,-39.9167,88.66,55,13,15.57
337,Grafton,US,2021-01-27 16:29:07,42.207,-71.6856,33.01,86,90,5.75
338,Olinda,BR,2021-01-27 16:25:00,-8.0089,-34.8553,82.4,65,75,12.66
339,Saldanha,ZA,2021-01-27 16:29:07,-33.0117,17.9442,73.4,46,0,21.85
340,Muli,MV,2021-01-27 16:29:07,2.9167,73.5667,81.03,74,7,21.36
341,Tanout,NE,2021-01-27 16:29:07,14.9709,8.8879,84.42,9,19,16.8
342,Lyuban,BY,2021-01-27 16:29:07,52.7985,28.0048,30.49,99,100,8.3
343,Nuuk,GL,2021-01-27 16:26:19,64.1835,-51.7216,19.4,53,1,16.11
344,Meshcherino,RU,2021-01-27 16:29:08,55.1957,38.36,33.8,74,90,8.95
345,Statesville,US,2021-01-27 16:29:08,35.7826,-80.8873,50.0,76,1,3.44
346,Haines Junction,CA,2021-01-27 16:29:08,60.7522,-137.5108,-27.4,68,45,2.3
347,Tynda,RU,2021-01-27 16:29:08,55.1667,124.7167,-34.58,77,100,4.63
348,Gat,IL,2021-01-27 16:29:09,31.61,34.7642,62.01,47,60,3.33
349,Hirado,JP,2021-01-27 16:24:11,33.3597,129.5531,48.99,29,17,5.01
350,Urumqi,CN,2021-01-27 16:29:09,43.801,87.6005,6.8,85,75,6.71
351,Hovd,MN,2021-01-27 16:29:09,48.0056,91.6419,2.86,78,100,1.68
352,Chara,RU,2021-01-27 16:29:10,56.9064,118.2631,-27.67,78,100,0.31
353,Palu,ID,2021-01-27 16:29:10,-0.8917,119.8707,75.72,82,55,1.43
354,Severobaykalsk,RU,2021-01-27 16:29:10,55.65,109.3167,-19.95,78,13,3.33
355,Vila,PT,2021-01-27 16:29:10,42.0304,-8.1588,55.0,96,100,5.79
356,Mpongwe,ZM,2021-01-27 16:29:10,-13.5091,28.155,72.14,87,22,2.48
357,Mbandaka,CD,2021-01-27 16:29:10,0.0487,18.2603,76.14,83,100,7.54
358,Alta Floresta,BR,2021-01-27 16:29:11,-9.8756,-56.0861,84.2,70,40,2.3
359,Altamira,BR,2021-01-27 16:25:21,-3.2033,-52.2064,86.0,74,75,6.91
360,Kholtoson,RU,2021-01-27 16:29:11,50.2981,103.3097,-19.98,78,38,3.6
361,Nanchang,CN,2021-01-27 16:29:11,28.6833,115.8833,46.65,83,96,5.3
362,Shwebo,MM,2021-01-27 16:29:12,22.5667,95.7,69.64,51,0,5.59
363,Champerico,GT,2021-01-27 16:29:12,14.3,-91.9167,86.0,54,20,6.91
364,Barcelos,PT,2021-01-27 16:28:38,41.5388,-8.6151,57.99,100,75,8.05
365,Zhicheng,CN,2021-01-27 16:29:12,30.2956,111.5047,42.01,87,67,3.22
366,Samdrup Jongkhar,BT,2021-01-27 16:29:12,26.9167,91.6167,52.9,66,16,5.12
367,Port Lincoln,AU,2021-01-27 16:29:12,-34.7333,135.8667,63.75,78,0,13.56
368,Fort Madison,US,2021-01-27 16:29:13,40.6298,-91.3151,21.2,79,75,6.91
369,Marsa Matruh,EG,2021-01-27 16:29:13,31.3525,27.2453,60.8,48,40,23.02
370,Tromso,NO,2021-01-27 16:29:13,69.6496,18.957,26.6,54,0,3.44
371,Buala,SB,2021-01-27 16:24:15,-8.145,159.5921,80.74,81,86,10.38
372,Mount Isa,AU,2021-01-27 16:29:09,-20.7333,139.5,82.4,65,35,5.75
373,Dunda,TZ,2021-01-27 16:29:14,-8.1167,34.25,72.52,79,5,4.12
374,Klaksvik,FO,2021-01-27 16:29:14,62.2266,-6.589,30.2,86,20,5.75
375,Clyde River,CA,2021-01-27 16:28:43,70.4692,-68.5914,-7.6,71,40,4.61
376,Brookings,US,2021-01-27 16:25:32,44.3114,-96.7984,12.0,72,1,5.75
377,Kahului,US,2021-01-27 16:24:27,20.8947,-156.47,73.4,68,20,17.27
378,Hamilton,US,2021-01-27 16:25:46,39.1834,-84.5333,33.01,80,90,9.22
379,Iqaluit,CA,2021-01-27 16:28:10,63.7506,-68.5145,-11.2,77,1,2.3
380,Trinidad,BO,2021-01-27 16:27:55,-14.8333,-64.9,84.2,79,40,14.97
381,Fallon,US,2021-01-27 16:29:15,39.4735,-118.7774,35.6,60,75,32.21
382,Khasan,RU,2021-01-27 16:29:15,42.4308,130.6434,20.23,83,91,5.39
383,Harper,LR,2021-01-27 16:29:15,4.375,-7.7169,82.24,75,19,6.35
384,Grand Gaube,MU,2021-01-27 16:29:15,-20.0064,57.6608,79.0,76,13,5.5
385,Sawakin,SD,2021-01-27 16:29:16,19.1059,37.3321,78.53,71,97,5.82
386,Port Keats,AU,2021-01-27 16:29:16,-14.25,129.55,79.52,85,100,4.32
387,Bitkine,TD,2021-01-27 16:29:16,11.9801,18.2138,92.5,11,21,9.26
388,Lithgow,AU,2021-01-27 16:29:16,-33.4833,150.15,55.99,43,98,5.99
389,Luderitz,NA,2021-01-27 16:29:16,-26.6481,15.1594,75.63,45,0,33.4
390,Chapais,CA,2021-01-27 16:25:11,49.7834,-74.8492,19.4,86,90,8.05
391,Dakor,IN,2021-01-27 16:29:17,22.75,73.15,66.2,55,49,6.91
392,Qeshm,IR,2021-01-27 16:29:17,26.9581,56.2719,66.2,34,0,6.91
393,Bintulu,MY,2021-01-27 16:29:17,3.1667,113.0333,77.0,94,40,6.98
394,San Rafael Del Sur,NI,2021-01-27 16:29:17,11.8485,-86.4384,84.2,74,75,18.41
395,Kargasok,RU,2021-01-27 16:29:17,59.0556,80.8572,-22.54,86,100,7.38
396,Raudeberg,NO,2021-01-27 16:29:18,61.9875,5.1352,28.99,80,20,8.05
397,Muros,ES,2021-01-27 16:29:18,42.7762,-9.0603,60.01,92,100,5.01
398,Derby,GB,2021-01-27 16:29:18,52.9228,-1.4766,46.4,93,0,6.91
399,Verkhnevilyuysk,RU,2021-01-27 16:29:18,63.4453,120.3167,-46.89,77,89,3.76
400,Front Royal,US,2021-01-27 16:29:18,38.9182,-78.1944,39.99,70,90,4.61
401,Bacolod,PH,2021-01-27 16:29:18,10.6667,122.95,77.54,79,100,5.39
402,Kushima,JP,2021-01-27 16:29:19,31.4583,131.2333,44.01,93,4,4.0
403,Sandpoint,US,2021-01-27 16:29:19,48.2766,-116.5533,28.4,80,90,14.97
404,Passagem Franca,BR,2021-01-27 16:29:19,-6.1797,-43.7836,83.64,68,89,3.71
405,Oropesa,PE,2021-01-27 16:29:19,-13.5928,-71.7719,66.2,45,40,2.3
406,Mikhaylovka,RU,2021-01-27 16:29:19,50.06,43.2379,35.01,93,100,8.01
407,Talnakh,RU,2021-01-27 16:29:19,69.4865,88.3972,-19.39,84,100,4.09
408,Mehran,IR,2021-01-27 16:29:20,33.1222,46.1646,46.4,49,0,2.3
409,Miles City,US,2021-01-27 16:29:20,46.4083,-105.8406,14.0,85,1,6.91
410,Mindelo,CV,2021-01-27 16:29:20,16.8901,-24.9804,80.6,47,20,19.57
411,Deputatskiy,RU,2021-01-27 16:25:15,69.3,139.9,-30.95,85,100,0.81
412,Plastun,RU,2021-01-27 16:29:20,44.7561,136.2939,5.27,85,0,8.28
413,Posse,BR,2021-01-27 16:29:20,-14.0931,-46.3694,84.76,51,76,4.94
414,Kalabo,ZM,2021-01-27 16:29:21,-14.97,22.6814,71.02,83,86,6.46
415,Sai Buri,TH,2021-01-27 16:29:21,6.7013,101.6168,76.86,86,54,9.95
416,Kanniyakumari,IN,2021-01-27 16:29:21,8.0833,77.5667,76.64,72,56,15.41
417,Kipini,KE,2021-01-27 16:29:21,-2.5257,40.5262,80.6,78,1,9.22
418,Sioux Lookout,CA,2021-01-27 16:29:21,50.1001,-91.917,-14.8,76,20,4.61
419,Vestmanna,FO,2021-01-27 16:25:00,62.1564,-7.1664,30.2,86,20,5.75
420,Lasa,IT,2021-01-27 16:29:22,46.6166,10.7002,33.8,55,40,3.24
421,Kabompo,ZM,2021-01-27 16:29:22,-13.5927,24.2008,69.28,86,94,3.83
422,Roald,NO,2021-01-27 16:29:22,62.5833,6.1333,33.8,75,40,8.05
423,Monrovia,LR,2021-01-27 16:29:22,6.3005,-10.7969,91.4,62,75,14.97
424,Olden,NO,2021-01-27 16:29:22,61.8364,6.8064,24.8,86,20,9.22
425,Luwuk,ID,2021-01-27 16:29:23,-0.9516,122.7875,79.27,66,70,5.7
426,Benguela,AO,2021-01-27 16:24:24,-12.5763,13.4055,82.29,62,64,9.37
427,Northam,GB,2021-01-27 16:29:23,51.0333,-4.2167,52.0,98,100,3.0
428,Goderich,CA,2021-01-27 16:29:23,43.7501,-81.7165,23.0,80,100,10.36
429,Vesoul,FR,2021-01-27 16:29:23,47.5833,5.8333,39.0,100,100,5.75
430,Matara,LK,2021-01-27 16:29:24,5.9485,80.5353,75.97,75,72,1.81
431,Sao Joao Da Barra,BR,2021-01-27 16:29:24,-21.6403,-41.0511,89.6,43,0,20.71
432,Marigot,MF,2021-01-27 16:29:24,18.0667,-63.0833,84.2,58,20,10.36
433,Kaeo,NZ,2021-01-27 16:29:24,-35.1,173.7833,64.99,89,15,3.0
434,Ambilobe,MG,2021-01-27 16:29:24,-13.2,49.05,76.87,89,99,1.39
435,Vagay,RU,2021-01-27 16:29:24,57.9375,69.0217,22.5,98,100,5.35
436,Abonnema,NG,2021-01-27 16:29:25,4.7084,6.7931,95.0,46,40,3.44
437,Half Moon Bay,US,2021-01-27 16:29:25,37.4636,-122.4286,52.0,93,90,12.66
438,Cermeno,PA,2021-01-27 16:29:25,8.7333,-79.85,87.8,70,20,9.22
439,Tiarei,PF,2021-01-27 16:29:25,-17.5333,-149.3333,75.2,83,40,1.14
440,Belaya Gora,RU,2021-01-27 16:29:26,68.5333,146.4167,-24.43,87,100,5.53
441,Kuminskiy,RU,2021-01-27 16:29:26,58.6667,66.5667,21.29,97,100,7.25
442,Bonavista,CA,2021-01-27 16:28:52,48.6499,-53.1147,30.99,93,78,5.75
443,Rexburg,US,2021-01-27 16:29:26,43.826,-111.7897,24.8,68,1,5.75
444,Sahy,SK,2021-01-27 16:29:26,48.0741,18.9495,36.0,75,100,7.0
445,Mayo,US,2021-01-27 16:29:27,38.8876,-76.5119,42.01,65,90,5.75
446,Agadez,NE,2021-01-27 16:29:27,19.75,10.25,78.06,15,0,7.05
447,Yerbogachen,RU,2021-01-27 16:29:27,61.2767,108.0108,-39.82,81,38,2.98
448,Srednekolymsk,RU,2021-01-27 16:29:27,67.45,153.6833,-26.16,85,100,6.76
449,Groa,NO,2021-01-27 16:29:27,62.65,8.7167,32.0,69,75,5.75
450,Doha,QA,2021-01-27 16:29:28,25.2867,51.5333,69.8,60,0,5.75
451,Camalu,MX,2021-01-27 16:29:28,30.85,-116.0667,46.0,60,0,2.42
452,Makat,KZ,2021-01-27 16:29:28,47.6469,53.3463,20.39,96,0,18.19
453,Grand-Santi,GF,2021-01-27 16:29:28,4.25,-54.3833,80.29,87,69,4.9
454,San-Pedro,CI,2021-01-27 16:29:28,4.7485,-6.6363,81.97,77,23,7.02
455,Beaufort,MY,2021-01-27 16:29:29,5.3473,115.7455,80.6,78,20,6.91
456,Adamas,GR,2021-01-27 16:29:29,36.7333,24.4333,46.4,49,13,23.02
457,Aklavik,CA,2021-01-27 16:29:29,68.2191,-135.0107,-13.0,84,100,2.3
458,Neijiang,CN,2021-01-27 16:29:29,29.5835,105.0622,49.05,77,4,1.43
459,Fort-Shevchenko,KZ,2021-01-27 16:29:29,44.5086,50.263,39.2,69,0,26.89
460,Taltal,CL,2021-01-27 16:25:52,-25.4,-70.4833,72.81,58,13,7.94
461,Pauini,BR,2021-01-27 16:29:30,-7.7136,-66.9764,80.94,77,100,2.77
462,Isla Mujeres,MX,2021-01-27 16:29:30,21.2311,-86.731,84.2,70,40,20.71
463,Beihai,CN,2021-01-27 16:29:30,21.4833,109.1,64.42,90,1,9.57
464,Rundu,NA,2021-01-27 16:29:30,-17.9333,19.7667,74.32,79,100,2.04
465,Innisfail,AU,2021-01-27 16:29:31,-17.5333,146.0333,75.54,88,97,3.62
466,San Cristobal,VE,2021-01-27 16:28:52,7.7669,-72.225,84.2,58,40,2.3
467,Mattawa,US,2021-01-27 16:29:31,46.7379,-119.9028,32.0,100,90,3.44
468,Morgan City,US,2021-01-27 16:29:31,29.6994,-91.2068,64.4,88,90,12.66
469,Serdobsk,RU,2021-01-27 16:29:31,52.4586,44.2169,31.98,98,100,17.05
470,Neya,RU,2021-01-27 16:29:31,58.2972,43.8681,34.86,90,100,11.36
471,Sri Aman,MY,2021-01-27 16:29:32,1.2376,111.4621,75.2,100,100,2.3
472,Oistins,BB,2021-01-27 16:29:32,13.0667,-59.5333,82.4,61,40,21.85
473,Eyrarbakki,IS,2021-01-27 16:29:32,63.863,-21.1481,35.6,40,0,21.85
474,Yuli,NG,2021-01-27 16:29:32,9.6989,10.2744,96.76,10,78,7.23
475,Koran,BA,2021-01-27 16:29:32,43.8103,18.5689,30.2,100,75,4.61
476,Sorland,NO,2021-01-27 16:29:33,67.667,12.6934,33.8,69,40,24.61
477,Binabalian,PH,2021-01-27 16:25:49,16.4202,119.9279,80.31,77,84,3.42
478,Waipawa,NZ,2021-01-27 16:29:33,-41.4122,175.5153,63.0,82,75,27.63
479,Milkovo,RU,2021-01-27 16:29:33,54.7167,158.6167,5.41,85,20,3.13
480,Hualmay,PE,2021-01-27 16:29:33,-11.0964,-77.6139,76.62,64,80,10.18
481,Campos Altos,BR,2021-01-27 16:29:34,-19.6961,-46.1714,77.65,67,73,7.76
482,Chumikan,RU,2021-01-27 16:29:34,54.7183,135.315,-10.77,89,100,5.48
483,Kabanjahe,ID,2021-01-27 16:29:34,3.1001,98.4908,77.0,94,40,2.3
484,Weligama,LK,2021-01-27 16:26:15,5.9667,80.4167,76.62,75,71,0.83
485,Jaciara,BR,2021-01-27 16:29:34,-15.9653,-54.9683,85.51,58,96,6.87
486,Opuwo,NA,2021-01-27 16:29:34,-18.0607,13.84,83.41,38,86,6.29
487,Ola,RU,2021-01-27 16:28:10,59.5833,151.2833,-14.12,82,0,9.1
488,Mangai,CD,2021-01-27 16:29:35,-4.05,19.5333,73.35,94,100,1.54
489,Gillette,US,2021-01-27 16:29:35,44.2911,-105.5022,24.01,68,1,5.75
490,Patamundai,IN,2021-01-27 16:29:35,20.5667,86.5667,67.46,67,0,6.15
491,Trairi,BR,2021-01-27 16:25:21,-3.2778,-39.2689,88.63,52,8,14.34
492,De Aar,ZA,2021-01-27 16:29:36,-30.6497,24.0123,76.32,49,72,23.13
493,Bahir Dar,ET,2021-01-27 16:29:36,11.5936,37.3908,74.08,33,11,5.23
494,Khandyga,RU,2021-01-27 16:24:54,62.6667,135.6,-51.54,76,89,0.85
495,Yulin,CN,2021-01-27 16:29:36,22.6333,110.15,65.82,75,79,2.93
496,Dhidhdhoo,MV,2021-01-27 16:29:07,6.8833,73.1,81.7,66,100,14.38
497,Verkhoyansk,RU,2021-01-27 16:25:17,67.5447,133.385,-48.42,73,71,0.87
498,Tocopilla,CL,2021-01-27 16:29:37,-22.092,-70.1979,74.79,52,12,4.47
499,Jinka,ET,2021-01-27 16:29:37,5.65,36.65,74.39,27,0,2.57
500,Narasannapeta,IN,2021-01-27 16:29:37,18.4167,84.05,72.1,86,3,5.21
501,Dakoro,NE,2021-01-27 16:29:37,14.5106,6.765,89.28,10,31,11.72
502,Qaqortoq,GL,2021-01-27 16:28:35,60.7167,-46.0333,35.6,32,75,32.21
503,Kefamenanu,ID,2021-01-27 16:29:38,-9.4467,124.4781,72.18,88,99,5.03
504,Acari,PE,2021-01-27 16:29:38,-15.4311,-74.6158,81.3,50,100,9.4
505,Westport,US,2021-01-27 16:27:31,41.1415,-73.3579,37.0,75,90,6.91
506,Xapuri,BR,2021-01-27 16:29:38,-10.6517,-68.5044,82.4,78,75,11.5
507,Punta De Piedra,VE,2021-01-27 16:29:39,7.6176,-71.4916,87.15,45,83,6.33
508,Paracuru,BR,2021-01-27 16:29:39,-3.41,-39.0306,82.0,72,44,21.0
509,Puerto Escondido,MX,2021-01-27 16:29:28,15.85,-97.0667,83.77,45,40,1.72
510,Allonnes,FR,2021-01-27 16:29:39,47.9674,0.1581,50.0,93,90,4.61
511,Mayumba,GA,2021-01-27 16:29:39,-3.432,10.6554,79.59,83,90,6.46
512,Santa Maria,BR,2021-01-27 16:29:40,-29.6842,-53.8069,80.6,83,75,12.66
513,Vila Velha,BR,2021-01-27 16:29:40,-20.3297,-40.2925,87.8,55,40,14.97
514,Ninotsminda,GE,2021-01-27 16:29:40,41.2646,43.5916,19.4,73,100,1.14
515,Bor,RU,2021-01-27 16:29:41,56.3567,44.0669,35.6,93,90,8.95
516,Maragogi,BR,2021-01-27 16:29:41,-9.0122,-35.2225,81.9,72,94,11.23
517,Tessalit,ML,2021-01-27 16:29:41,20.1986,1.0114,86.77,11,0,10.78
518,Teguise,ES,2021-01-27 16:29:41,29.0605,-13.564,68.0,88,20,10.36
519,Gamba,GA,2021-01-27 16:29:41,-2.65,10.0,78.4,85,98,4.61
520,Yulara,AU,2021-01-27 16:29:41,-25.2406,130.9889,78.8,69,100,10.36
521,Alofi,NU,2021-01-27 16:29:42,-19.0595,-169.9187,75.2,94,100,6.91
522,Harbour Breton,CA,2021-01-27 16:29:42,47.4833,-55.7983,32.13,90,36,8.34
523,Hobyo,SO,2021-01-27 16:29:42,5.3505,48.5268,76.64,73,76,20.58
524,Qostanay,KZ,2021-01-27 16:29:42,53.1667,63.5833,14.0,92,0,8.95
525,Swan Hill,AU,2021-01-27 16:29:42,-35.3378,143.5544,67.78,56,74,8.52
526,Necochea,AR,2021-01-27 16:28:36,-38.5473,-58.7368,73.0,51,0,4.0
527,Sivas,TR,2021-01-27 16:29:43,39.7916,37.0019,35.6,64,75,27.63
528,Turayf,SA,2021-01-27 16:29:43,31.6725,38.6637,62.6,42,75,9.22
529,Srandakan,ID,2021-01-27 16:29:43,-7.9386,110.2506,76.24,91,100,9.64
530,Menongue,AO,2021-01-27 16:29:44,-14.6585,17.691,72.39,72,100,5.57
531,Bosaso,SO,2021-01-27 16:29:44,11.2842,49.1816,74.88,72,4,11.1
532,Yangambi,CD,2021-01-27 16:29:44,0.8102,24.4336,76.89,80,86,1.77
533,Barra Patuca,HN,2021-01-27 16:29:44,15.8,-84.2833,82.15,69,4,12.12
534,Tranas,SE,2021-01-27 16:29:44,58.0372,14.9782,26.6,93,20,1.14
535,Thunder Bay,CA,2021-01-27 16:26:55,48.4001,-89.3168,-0.99,77,20,10.36
536,Hofn,IS,2021-01-27 16:29:45,64.2539,-15.2082,28.4,59,0,12.66
537,Tommot,RU,2021-01-27 16:29:45,58.9564,126.2925,-36.27,79,100,3.2
538,Prescott,US,2021-01-27 16:25:41,34.54,-112.4685,24.01,92,1,3.96
539,Kingsport,US,2021-01-27 16:24:54,36.5484,-82.5618,50.0,66,40,5.75
540,Shingu,JP,2021-01-27 16:29:45,33.7333,135.9833,42.75,66,2,6.46
541,Czersk,PL,2021-01-27 16:29:46,53.7959,17.9765,32.0,89,8,5.48
542,Great Falls,US,2021-01-27 16:29:46,47.5002,-111.3008,14.0,73,1,9.22
543,Cadillac,US,2021-01-27 16:29:41,44.2519,-85.4012,21.2,73,90,8.05
544,Mareeba,AU,2021-01-27 16:29:46,-17.0,145.4333,78.8,83,75,8.05
545,Biltine,TD,2021-01-27 16:29:46,14.5333,20.9167,87.49,12,38,10.4
546,Gulfport,US,2021-01-27 16:29:46,30.3674,-89.0928,62.6,94,90,6.91
547,Komsomolets,KZ,2021-01-27 16:29:47,53.7453,62.0708,23.54,96,98,11.07
